7	mc_lit_sm_r0c0s0_986ezzjq	5	0x9f0a98
7	mc_sw4_3d_unlit_1layer_fwwwfwz7	5	0xa27084
8	~~-gmtl_p6_stainless_refriger~4b5be5fa	5	0xa51f80
8	~-gmtl_p6_stainless_refrigerator_c	5	0xa520f0
6	mc/mtl_p6_stainless_refrigerator	5	0xa51ec4
6	mc/mtl_p6_stainless_refrigerator_light	5	0xa522a8
5	p6_stainless_refrigerator	5	0xa524b8
8	~~-gp6_speakers_long_club_s-r~925e0e58	5	0xa75d48
8	p6_speakers_long_club_n	5	0xa75eb8
8	~-gp6_speakers_long_club_c	5	0xa76018
6	mc/mtl_p6_speakers_long_club	5	0xa75c90
5	p6_speakers_long_club	5	0xa7e1c8
5	p_jun_plate_dine	5	0xa87930
8	p6_floormat_rubber_01_n	5	0xa883c8
8	~~-gp6_floormat_rubber_01_c-r~eb6b851e	5	0xa88528
6	mc/mtl_p6_floormat_rubber_01	5	0xa88320
5	p6_floormat_rubber_01	5	0xa886c0
7	mc_sw4_3d_unlit_1layer_82e79zzj	5	0xa88e08
8	~~-gp6_fan_standing_modern_c-~bd0d0969	5	0xab3440
8	p6_fan_standing_modern_n	5	0xab35b0
8	~-gp6_fan_standing_modern_c	5	0xab3714
6	mc/mtl_p6_fan_standing_modern	5	0xab3388
8	~-gp6_fan_standing_modern_on	5	0xab3964
6	mc/mtl_p6_fan_standing_modern_on	5	0xab38c8
5	p6_fan_standing_modern_on	5	0xab3c28
8	light_outdoorwall_nml	5	0xac4dbc
8	~~-glight_outdoorwall_col-rgb~542f7f18	5	0xac4f1c
6	mc/mtl_light_outdoorwall	5	0xac4d18
5	light_outdoorwall03	5	0xac50b8
7	mc_lit_sm_r0c0d0n0x0_2z44197w	5	0xac5f34
8	~~-gp6_security_camera_parts1~952fb1e2	5	0xafe304
8	p6_security_camera_parts1_n	5	0xafe474
8	~-gp6_security_camera_parts1_c	5	0xafe5d8
6	mc/mtl_p6_security_camera_parts1	5	0xafe248
8	~~-gplastic_gray_c-rgb&~-rpla~3f2f6d2d	5	0xafe838
8	metal_bumps_n	5	0xafe9a8
6	mc/plastic_gray_rough	5	0xafe788
5	p6_security_camera_mount	5	0xafeb48
7	,mc_unlit_replace_3j970129	5	0xb02010
8	~-gsecurity_stencil	5	0xb06c84
6	mc/decal_security_stencil	5	0xb06be0
8	~-glights_grad_red	5	0xb06e8c
6	mc/light_red_grad	5	0xb06e00
5	p6_security_camera	5	0xb09038
8	metal_chrome_01_nml	5	0xb1ce3c
8	~~-gmetal_chrome_02_col-rgb&~~bb0fe001	5	0xb1cf98
6	mc/metal_chrome_02	5	0xb1cda0
8	monitor_bracket_n	5	0xb1d1d4
8	~~-gmonitor_bracket_c-rgb&~-r~cbc4d09a	5	0xb1d330
